Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
181210,"Living the 80/20 Way: Work Less, Worry Less, Succeed More, Enjoy More",Richard Koch,"Koch, Richard",,"=""1857883314""","=""9781857883312""",0,3.74,Nicholas Brealey Publishing,Paperback,198,2004,2004,,2020/10/15,"to-read, self-improvement","to-read (#221), self-improvement (#1)",to-read,,,,0,,,0,,,,,
25203675,"The Star-Touched Queen (The Star-Touched Queen, #1)",Roshani Chokshi,"Chokshi, Roshani",,"=""1250085470""","=""9781250085474""",0,3.56,St. Martin's Griffin,Hardcover,342,2016,2016,,2020/10/14,"to-read, mythology","to-read (#220), mythology (#11)",to-read,,,,0,,,0,,,,,
34964865,"A Crown of Wishes (The Star-Touched Queen, #2)",Roshani Chokshi,"Chokshi, Roshani",,"=""1250100216""","=""9781250100214""",0,4.12,Wednesday Books,Paperback,384,2018,2017,,2020/10/14,"mythology, to-read","mythology (#10), to-read (#219)",to-read,,,,0,,,0,,,,,
438817,Voices of the Winds: Native American Legends,Margot Edmonds,"Edmonds, Margot",Ella Elizabeth Clark,"=""0785817166""","=""9780785817161""",0,3.88,Castle Books,Hardcover,384,2009,1989,,2020/10/14,"to-read, mythology","to-read (#218), mythology (#9)",to-read,,,,0,,,0,,,,,
9864913,Jaya: An Illustrated Retelling of the Mahabharata,Devdutt Pattanaik,"Pattanaik, Devdutt",,"=""014310425X""","=""9780143104254""",0,4.22,Penguin Global,Paperback,372,2011,2010,,2020/10/14,"to-read, mythology","to-read (#217), mythology (#8)",to-read,,,,0,,,0,,,,,
21921382,The Book of Yokai: Mysterious Creatures of Japanese Folklore,Michael Dylan Foster,"Foster, Michael Dylan",Shinonome Kijin,"=""0520271025""","=""9780520271029""",0,4.06,University of California Press,Paperback,336,2015,2014,,2020/10/14,"to-read, mythology","to-read (#216), mythology (#7)",to-read,,,,0,,,0,,,,,
6352248,The Legend of Sigurd & Gudrún,J.R.R. Tolkien,"Tolkien, J.R.R.",Christopher Tolkien,"=""0007317255""","=""9780007317257""",0,3.85,HarperCollins Publishers,Hardcover,384,2009,2009,,2020/10/14,"to-read, mythology","to-read (#215), mythology (#6)",to-read,,,,0,,,0,,,,,
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,635,2011,2001,,2019/06/15,"to-read, mythology","to-read (#2), mythology (#5)",to-read,,,,0,,,0,,,,,
23520,The Complete World of Greek Mythology,Richard Buxton,"Buxton, Richard",,"=""0500251215""","=""9780500251218""",0,4.24,Thames & Hudson,Hardcover,256,2004,2004,,2020/10/14,"to-read, mythology","to-read (#214), mythology (#4)",to-read,,,,0,,,0,,,,,
241823,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,"=""0345409876""","=""9780345409874""",0,4.09,Ballantine Books,Mass Market Paperback,584,1996,1992,,2020/10/14,"to-read, mythology","to-read (#213), mythology (#3)",to-read,,,,0,,,0,,,,,
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.15,Princeton University Press,Paperback,416,1972,1949,,2020/10/14,"to-read, mythology","to-read (#212), mythology (#2)",to-read,,,,0,,,0,,,,,
34728667,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,"Adeyemi, Tomi",,"=""1250170974""","=""9781250170972""",0,4.10,Henry Holt Company,Hardcover,544,2018,2018,,2020/10/14,"to-read, mythology","to-read (#211), mythology (#1)",to-read,,,,0,,,0,,,,,
39673241,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""""","=""""",2,3.84,Delacorte Press,Kindle Edition,242,2014,2014,2020/10/12,2020/10/11,,,read,,,,1,,,0,,,,,
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",0,4.00,William Morrow Books,Hardcover,181,2013,2013,,2020/10/11,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
42201505,Walking to Aldebaran,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1781087067""","=""9781781087060""",0,3.73,Solaris,Hardcover,140,2019,2019,,2020/10/11,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
25667918,"Binti (Binti, #1)",Nnedi Okorafor,"Okorafor, Nnedi",,"=""0765384469""","=""9780765384461""",0,3.93,Tor.com,ebook,96,2015,2015,,2020/10/11,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
26883558,The Ballad of Black Tom,Victor LaValle,"LaValle, Victor",,"=""0765387867""","=""9780765387868""",0,3.90,Tor.com,Paperback,149,2016,2016,,2020/10/11,to-read,to-read (#207),to-read,,,,0,,,0,,,,,
27220736,Shoe Dog: A Memoir by the Creator of NIKE,Phil Knight,"Knight, Phil",,"=""1501135910""","=""9781501135910""",0,4.48,Scribner,Hardcover,400,2016,2016,,2020/10/11,to-read,to-read (#206),to-read,,,,0,,,0,,,,,
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0060510862""","=""9780060510862""",0,4.14,Voyager,Paperback,278,2003,1974,,2020/03/21,"to-read, 2020","to-read (#76), 2020 (#8)",to-read,,,,0,,,0,,,,,
49018093,"The Evening and the Morning (Kingsbridge, #4)",Ken Follett,"Follett, Ken",,"=""""","=""""",4,4.43,Viking,Kindle Edition,926,2020,2020,2020/10/11,2020/09/17,,,read,,,,1,,,0,,,,,
59924,The Lathe of Heaven,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0060512741""","=""9780060512743""",0,4.11,Harper Perennial Modern Classics,Paperback,176,2003,1971,,2020/10/10,to-read,to-read (#205),to-read,,,,0,,,0,,,,,
91582,Lady Susan,Jane Austen,"Austen, Jane",Robert William Chapman,"=""0486444074""","=""9780486444079""",0,3.62,Dover Publications,Paperback,180,2005,1871,,2020/10/10,to-read,to-read (#204),to-read,,,,0,,,0,,,,,
3950967,The Tales of Beedle the Bard (Hogwarts Library),J.K. Rowling,"Rowling, J.K.",,"=""0747599874""","=""9780747599876""",0,4.06,Bloomsbury,Hardcover,109,2008,2008,,2020/10/10,to-read,to-read (#203),to-read,,,,0,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.08,Random House: Modern Library,Paperback,272,2004,1890,,2020/03/22,"to-read, 2020","to-read (#81), 2020 (#7)",to-read,,,,0,,,0,,,,,
43011720,The German Midwife,Mandy  Robotham,"Robotham, Mandy",,"=""""","=""""",0,4.25,Avon,Kindle Edition,354,2018,2018,,2020/10/10,"to-read, 2020","to-read (#202), 2020 (#6)",to-read,,,,0,,,0,,,,,
18213097,"The Blood Telegram: Nixon, Kissinger, and a Forgotten Genocide",Gary J. Bass,"Bass, Gary J.",,"=""""","=""""",0,4.33,Knopf,Kindle Edition,528,2013,2013,,2020/09/05,"to-read, 2020","to-read (#173), 2020 (#4)",to-read,,,,0,,,0,,,,,
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.11,Business Plus,ebook,288,2012,2012,,2020/05/26,"to-read, 2020","to-read (#147), 2020 (#3)",to-read,,,,0,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.35,Beacon Press,Paperback,165,2006,1946,,2020/10/05,"to-read, 2020","to-read (#199), 2020 (#2)",to-read,,,,0,,,0,,,,,
39280444,Speak,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""0374311250""","=""9780374311254""",0,4.02,"Farrar, Straus and Giroux (Byr)",Hardcover,224,2019,1999,,2020/05/27,"to-read, 2020","to-read (#149), 2020 (#1)",to-read,,,,0,,,0,,,,,
54102715,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""""","=""""",3,4.03,Anchor,Kindle Edition,300,2016,2016,2020/08/25,2020/08/09,,,read,,,,1,,,0,,,,,
23677341,We Are the Ants,Shaun David Hutchinson,"Hutchinson, Shaun David",,"=""148144963X""","=""9781481449632""",0,4.17,Simon Pulse,Hardcover,455,2016,2016,,2020/10/10,to-read,to-read (#201),to-read,,,,0,,,0,,,,,
20820994,I'll Give You the Sun,Jandy Nelson,"Nelson, Jandy",,"=""0803734964""","=""9780803734968""",0,4.14,Dial Books,Hardcover,371,2014,2014,,2020/10/10,to-read,to-read (#200),to-read,,,,0,,,0,,,,,
54717153,Men Who Hate Women: From Incels to Pickup Artists: The Truth about Extreme Misogyny and How It Affects Us All,Laura Bates,"Bates, Laura",,"=""172823624X""","=""9781728236247""",0,4.40,Sourcebooks,Hardcover,352,2021,2020,,2020/10/05,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
52195148,A Burning,Megha Majumdar,"Majumdar, Megha",,"=""""","=""""",3,3.75,Knopf,Kindle Edition,,2020,2020,2020/10/05,2020/09/30,,,read,,,,1,,,0,,,,,
50214741,The Girl with the Louding Voice,Abi Daré,"Daré, Abi",,"=""1524746029""","=""9781524746025""",0,4.48,Dutton Books,Hardcover,384,2020,2020,,2020/10/05,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
54870431,This Telling,Cheryl Strayed,"Strayed, Cheryl",,"=""""","=""""",0,3.94,Amazon Original Stories,Kindle Edition,32,2020,2020,,2020/10/01,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""1501160834""","=""9781501160837""",0,4.32,Atria Books,Hardcover,341,2020,2019,,2020/10/02,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
53187804,The Last Correspondent,Soraya M. Lane,"Lane, Soraya M.",,"=""1542023572""","=""9781542023573""",0,4.12,Lake Union Publishing,Paperback,336,2020,2020,,2020/10/01,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
9736930,Before I Go to Sleep,S.J. Watson,"Watson, S.J.",,"=""0062060554""","=""9780062060556""",0,3.89,Harper,Hardcover,359,2011,2011,,2020/09/30,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.07,Crown Publishing Group,Hardcover,370,2010,2010,,2020/09/29,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
34006942,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1501173219""","=""9781501173219""",0,4.33,Scribner,Paperback,531,2017,2014,,2020/09/29,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
40693999,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,"Hollis, Rachel",,"=""""","=""""",3,3.91,HarperCollins Leadership,Kindle Edition,240,2019,2019,2020/09/29,2020/09/17,,,read,,,,1,,,0,,,,,
45999201,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""""","=""""",3,3.72,Knopf,Kindle Edition,302,2020,2020,2020/09/29,2020/09/25,,,read,,,,1,,,0,,,,,
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah     Smith,"=""""","=""""",0,3.59,Hogarth Press,Hardcover,188,2016,2007,,2020/09/25,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
51104536,"Kim Jiyoung, Born 1982",Cho Nam-Joo,"Nam-Joo, Cho",Jamie Chang,"=""""","=""""",4,4.13,Liveright,Kindle Edition,176,2020,2016,2020/09/25,2020/09/23,,,read,,,,1,,,0,,,,,
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,4.19,Signet,Mass Market Paperback,325,1963,1962,,2020/09/23,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",5,4.44,Vintage,Kindle Edition,52,2014,2014,,2020/09/20,,,read,,,,1,,,0,,,,,
48580647,The Book of Lost Friends,Lisa Wingate,"Wingate, Lisa",,"=""""","=""""",3,4.20,Ballantine Books,Kindle Edition,400,2020,2020,2020/09/22,2020/09/10,,,read,,,,1,,,0,,,,,
33585392,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""152473313X""","=""9781524733131""",0,4.52,Knopf Publishing Group,Hardcover,63,2017,2017,,2020/09/20,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.32,Knopf,Hardcover,433,2006,2006,,2020/09/20,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
14569052,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1616202416""","=""9781616202415""",0,4.16,Algonquin Books,Paperback,336,2012,2003,,2020/09/20,to-read,to-read (#185),to-read,,,,0,,,0,,,,,
35068524,Not That Bad: Dispatches from Rape Culture,Roxane Gay,"Gay, Roxane","Aubrey Hirsch, Jill Christman, Claire Schwartz, Lynn Melnick, Brandon  Taylor, Emma Smith-Stevens, A.J. McKenna, Lisa Mecham, Vanessa Mártir, Ally Sheedy, xTx, So Mayer, Nora Salem, Lyz Lenz, Amy Jo Burns, V.L. Seek, Michelle Chen, Gabrielle Union, Liz Rosema, Anthony Frame, Samhita Mukhopadhyay, Miriam Zoila Pérez, Zoë Medeiros, Sharisse Tracey, Stacey May Fowles, Elisabeth Fairfield Stokes, Meredith Talusan, Nicole Boyce, Elissa Bassist","=""0062413503""","=""9780062413505""",0,4.39,Harper Perennial,ebook,368,2018,2018,,2020/09/19,to-read,to-read (#184),to-read,,,,0,,,0,,,,,
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",0,4.05,W. W. Norton  Company,Paperback,303,2004,2003,,2020/09/19,to-read,to-read (#183),to-read,,,,0,,,0,,,,,
9542311,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,"Roach, Mary",,"=""0393339912""","=""9780393339918""",0,3.95,W. W. Norton  Company,Paperback,334,2011,2010,,2020/09/19,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
22571552,So You've Been Publicly Shamed,Jon Ronson,"Ronson, Jon",,"=""1594487138""","=""9781594487132""",0,3.94,Riverhead Books,Hardcover,290,2015,2015,,2020/09/19,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
31409135,The Radium Girls: The Dark Story of America's Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",0,4.13,Sourcebooks,Hardcover,479,2017,2017,,2020/09/19,to-read,to-read (#180),to-read,,,,0,,,0,,,,,
42972023,"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",William Dalrymple,"Dalrymple, William",,"=""1635573955""","=""9781635573954""",0,4.15,Bloomsbury Publishing,Hardcover,544,2019,2019,,2020/09/19,to-read,to-read (#179),to-read,,,,0,,,0,,,,,
42729353,The War for Kindness: Building Empathy in a Fractured World,Jamil Zaki,"Zaki, Jamil",,"=""0451499247""","=""9780451499240""",0,4.05,Crown Publishing Group (NY),Hardcover,272,2019,,,2020/09/16,to-read,to-read (#178),to-read,,,,0,,,0,,,,,
52656911,The Guest List,Lucy Foley,"Foley, Lucy",,"=""""","=""""",4,3.86,William Morrow,Kindle Edition,319,2020,2020,2020/09/15,2020/09/13,,,read,,,,1,,,0,,,,,
28965131,Behind Her Eyes,Sarah Pinborough,"Pinborough, Sarah",,"=""125011117X""","=""9781250111173""",0,3.76,Flatiron Books,Hardcover,307,2017,2017,,2020/09/16,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
36626748,The Last Time I Lied,Riley Sager,"Sager, Riley",,"=""""","=""""",0,4.06,Dutton,Kindle Edition,384,2018,2018,,2020/09/16,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
50833559,Home Before Dark,Riley Sager,"Sager, Riley",,"=""1524745170""","=""9781524745172""",0,4.15,Dutton Books,Hardcover,384,2020,2020,,2020/09/16,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",4,4.08,Broadway Books,Paperback,415,2014,2012,2020/09/14,2020/03/25,,,read,,,,1,,,0,,,,,
52195151,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""""","=""""",5,4.28,Riverhead Books,Kindle Edition,350,2020,2020,2020/09/10,2020/09/01,,,read,,,,1,,,0,,,,,
54114950,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump,"Trump, Mary L.",,"=""""","=""""",2,3.88,Simon & Schuster,Kindle Edition,236,2020,2020,2020/09/10,2020/09/05,,,read,,,,1,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",5,4.38,Spiegel & Grau,Hardcover,152,2015,2015,2020/09/10,2020/08/26,,,read,,,,1,,,0,,,,,
51072332,"Scarlet Odyssey (Scarlet Odyssey, #1)",C.T. Rwizi,"Rwizi, C.T.",,"=""""","=""""",0,4.17,47North,Kindle Edition,534,2020,2020,,2020/09/09,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
22827628,Midnight's Furies: The Deadly Legacy of India's Partition,Nisid Hajari,"Hajari, Nisid",,"=""0547669240""","=""9780547669243""",4,3.99,Houghton Mifflin Harcourt,ebook,304,2015,2015,2020/09/05,2020/08/20,,,read,,,,1,,,0,,,,,
290367,Pro-Life Answers to Pro-Choice Arguments Expanded & Updated,Randy Alcorn,"Alcorn, Randy",,"=""1576737519""","=""9781576737514""",0,4.42,Multnomah,Paperback,455,2000,1992,,2020/09/04,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
9484114,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,"Achor, Shawn",,"=""0307591565""","=""9780307591562""",4,4.18,Crown Business,ebook,272,2010,2010,2020/09/02,2020/05/23,,,read,,,,1,,,0,,,,,
53835,The Age of Innocence,Edith Wharton,"Wharton, Edith",Maureen Howard,"=""159308143X""","=""9781593081430""",0,3.95,Barnes  Noble Classics,Paperback,293,2004,1920,,2020/08/31,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
825690,Indian Summer: The Secret History of the End of an Empire,Alex von Tunzelmann,"Tunzelmann, Alex von",,"=""0743285883""","=""9780743285889""",0,4.05,Simon & Schuster,Hardcover,464,2007,2007,,2020/08/25,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
50245253,Interference,Brad Parks,"Parks, Brad",,"=""""","=""""",2,4.05,Thomas & Mercer,Kindle Edition,397,2020,2020,2020/08/22,2020/08/19,,,read,"This book is a fast paced crime thriller. I wouldn't classify this as science fiction. The book had some quantum physics concepts mentioned occasionally but nothing profound. <br/>I would have given this a higher rating if not for the ending. The kidnapper turns out to be his assistant Sheena who is an Indian woman arranged to marry a guy selected by her parents when she was 6 and she's in love with an American. In addition to that, her post doc research is not going anywhere. To overcome these obstacles, she devises an elaborate plan to drug and kidnap her advisor and falsely allege an another professor of sexual harassment. I think this plot is illogical and sexist. I find it hard to believe that this woman, who is extremely smart and has everyone fooled with her elaborate scheme, cannot find it in her to disobey/trick her parents or runaway from her familial situation and marry the ""love of her life"". <br/>Sexual harassment is a serious issue especially in academia and I think this book has trivialized it. Portraying Sheena to have falsely accused her professor of sexual harassment due to her lack of success is irresponsible on the part of the author because in our current society (moreso in Asian countries) women are not believed when they come forward and complain about sexual harassment/assault.",true,,1,,,0,,,,,
51178033,Girl Gone Mad,Avery Bishop,"Bishop, Avery",,"=""""","=""""",3,4.02, Lake Union Publishing,Kindle Edition,411,2020,2020,2020/08/09,2020/08/08,,,read,,,,1,,,0,,,,,
53249847,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,"=""""","=""""",5,4.52,Seal Press,Kindle Edition,266,2020,2018,2020/08/08,2020/08/01,,,read,,,,1,,,0,,,,,
49343950,The Last of the Moon Girls,Barbara  Davis,"Davis, Barbara",,"=""""","=""""",3,4.19,Lake Union Publishing,Kindle Edition,397,2020,2020,2020/08/07,2020/07/02,,,read,,,,1,,,0,,,,,
29632790,Algorithms to Live By: The Computer Science of Human Decisions,Brian Christian,"Christian, Brian",Tom  Griffiths,"=""""","=""""",5,4.15,Henry Holt and Co.,Kindle Edition,369,2016,2016,2020/08/01,2020/03/19,,,read,,,,1,,,0,,,,,
18521,A Room of One's Own,Virginia Woolf,"Woolf, Virginia",,"=""0141183535""","=""9780141183534""",0,4.16,Penguin Books,Paperback,112,2000,1929,,2020/07/29,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
52673963,Trust No One,Debra Webb,"Webb, Debra",,"=""1542018099""","=""9781542018098""",4,4.16,Thomas & Mercer,Paperback,428,2020,2020,2020/07/26,2020/07/23,,,read,,,,1,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.16,"Little, Brown and Company",Hardcover,309,2008,2008,2020/07/29,2019/10/13,,,read,,,,1,,,0,,,,,
53003500,"Trust No One (Devlin & Falco, #1)",Debra Webb,"Webb, Debra",,"=""""","=""""",4,4.16,Thomas & Mercer,Kindle Edition,428,2020,2020,2020/07/26,2020/07/07,,,read,,,,1,,,0,,,,,
53007917,The Henna Artist,Alka Joshi,"Joshi, Alka",,"=""""","=""""",4,4.25,Mira Books,Kindle Edition,368,2020,2020,2020/07/20,2020/07/19,,,read,,,,1,,,0,,,,,
40695844,The 7 Habits of Highly Effective People,Stephen R. Covey,"Covey, Stephen R.",,"=""""","=""""",0,4.12,Mango,Kindle Edition,393,2016,1989,,2020/07/12,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
43708708,White Fragility: Why It’s So Hard for White People to Talk About Racism,Robin DiAngelo,"DiAngelo, Robin",Michael Eric Dyson,"=""0807071161""","=""9780807071168""",4,4.28,Beacon Press,Paperback,154,2018,2018,2020/07/13,2019/06/19,,,read,,,,1,,,0,,,,,
20186,Seeing Like a State: How Certain Schemes to Improve the Human Condition Have Failed,James C. Scott,"Scott, James C.",,"=""0300078153""","=""9780300078152""",0,4.20,Yale University Press,Paperback,445,1998,1998,,2020/07/12,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
6139551,The Essays of Warren Buffett: Lessons for Investors and Managers,Lawrence A. Cunningham,"Cunningham, Lawrence A.",,"=""0470824417""","=""9780470824412""",0,4.41,John Wiley & Sons,Paperback,320,2009,2002,,2020/07/12,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
53139187,Never Look Back  (Criminal Profiler #5),Mary Burton,"Burton, Mary",,"=""""","=""""",4,4.23,Montlake,Kindle Edition,332,2020,2020,2020/07/11,2020/06/02,,,read,,,,1,,,0,,,,,
34237826,Grant,Ron Chernow,"Chernow, Ron",,"=""159420487X""","=""9781594204876""",0,4.44,Penguin Press ,Hardcover,1074,2017,2017,,2020/07/08,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
52755401,Across the Winding River,Aimie K. Runyan,"Runyan, Aimie K.",,"=""179974776X""","=""9781799747765""",0,4.14,Brilliance Audio,Audio CD,,2020,2020,,2020/07/08,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
50532094,Cleo McDougal Regrets Nothing,Allison Winn Scotch,"Scotch, Allison Winn",,"=""""","=""""",3,3.77,Lake Union Publishing,Kindle Edition,328,2020,2020,2020/07/08,2020/07/07,,,read,,,,1,,,0,,,,,
36548138,The 48 Laws of Power,Robert Greene,"Greene, Robert",,"=""""","=""""",0,4.15,Penguin Books,Kindle Edition,452,2000,1998,,2020/07/08,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
52394909,"White Out (Badlands Thriller, #1)",Danielle Girard,"Girard, Danielle",,"=""""","=""""",0,4.01,Thomas & Mercer,Kindle Edition,361,2020,2020,,2020/07/07,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
51187948,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,"Larson, Erik","Morten Gorm, Brian Dan Christensen","=""""","=""""",5,4.23,Crown,Kindle Edition,464,2020,2020,2020/07/07,2020/06/23,,,read,,,,1,,,0,,,,,
52676534,Untamed,Glennon Doyle,"Doyle, Glennon",,"=""""","=""""",4,4.12,The Dial Press,Kindle Edition,302,2020,2020,2020/07/04,2020/04/11,,,read,,,,1,,,0,,,,,
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",4,4.20,Broadway Books,Paperback,544,2004,2003,2020/06/29,2020/02/25,,,read,,,,1,,,0,,,,,
749937,The Three Signs of a Miserable Job: A Management Fable About Helping Employees Find Fulfillment in Their Work,Patrick Lencioni,"Lencioni, Patrick",,"=""0787995312""","=""9780787995317""",5,4.17,Jossey-Bass,Hardcover,259,2007,2007,2020/06/28,2020/05/21,,,read,,,,1,,,0,,,,,
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",3,4.12,W.W. Norton & Company,Paperback,502,2019,2018,2020/06/22,2020/06/09,,,read,,,,1,,,0,,,,,
36075657,The Overstory,Richard Powers,"Powers, Richard",,"=""""","=""""",3,4.12,W. W. Norton & Company,Kindle Edition,502,2018,2018,,2020/06/09,,,read,,,,1,,,0,,,,,
13616,"Death Note, Vol. 4: Love (Death Note, #4)",Tsugumi Ohba,"Ohba, Tsugumi",Alexis Kirsch,"=""142150331X""","=""9781421503318""",3,4.40,VIZ Media LLC,Paperback,204,2006,2004,2020/06/17,2020/06/09,,,read,,,,1,,,0,,,,,
42099289,The Moment of Lift: How Empowering Women Changes the World,Melinda Gates,"Gates, Melinda",,"=""""","=""""",5,4.30,Flatiron Books,Kindle Edition,288,2019,2019,2020/06/17,2020/03/16,,,read,,,,1,,,0,,,,,
32075853,Erotic Stories for Punjabi Widows,Balli Kaur Jaswal,"Jaswal, Balli Kaur",,"=""0062645129""","=""9780062645128""",0,3.90,William Morrow,Hardcover,304,2017,2017,,2020/06/16,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
35883430,I'm Still Here: Black Dignity in a World Made for Whiteness,Austin Channing Brown,"Brown, Austin Channing",,"=""1524760854""","=""9781524760854""",0,4.38,Convergent Books,Hardcover,185,2018,2018,,2020/06/16,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
49882394,A Man,Keiichirō Hirano,"Hirano, Keiichirō",Eli K.P. William,"=""""","=""""",4,3.96,Amazon Crossing,Kindle Edition,295,2020,2018,2020/06/09,2020/05/31,,,read,,,,1,,,0,,,,,
387190,Test Driven Development: By Example,Kent Beck,"Beck, Kent",,"=""0321146530""","=""9780321146533""",0,4.08,Addison-Wesley Professional,Paperback,216,2002,2002,,2020/06/08,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
25813942,This Tender Land,William Kent Krueger,"Krueger, William Kent",,"=""1476749299""","=""9781476749297""",0,4.37,Atria Books,Hardcover,450,2019,2019,,2020/06/08,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
