Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
42201996,"Ask Again, Yes",Mary Beth Keane,"Keane, Mary Beth",,"=""1982106980""","=""9781982106980""",0,3.98,Scribner,Hardcover,390,2019,2019,,2020/06/08,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
40538657,The Island of Sea Women,Lisa See,"See, Lisa",,"=""""","=""""",0,4.25,Scribner,Hardcover,374,2019,2019,,2020/06/08,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
35887567,On the Come Up,Angie Thomas,"Thomas, Angie",,"=""0062498568""","=""9780062498564""",0,4.30,Balzer + Bray,Hardcover,464,2019,2019,,2020/06/08,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
13618,"Death Note, Vol. 3: Hard Run (Death Note, #3)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Pookie Rolf","=""1421501708""","=""9781421501703""",4,4.44,VIZ Media LLC,Paperback,200,2006,2004,2020/06/06,2020/05/31,,,read,,,,1,,,0,,,,,
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""073521610X""","=""9780735216105""",2,4.10,Riverhead Books,Hardcover,240,2018,2017,2020/06/02,2020/04/26,,,read,,,,1,,,0,,,,,
49571036,Opium and Absinthe,Lydia Kang,"Kang, Lydia",,"=""1542017793""","=""9781542017794""",0,3.98,Lake Union Publishing,Paperback,379,2020,2020,,2020/06/02,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
49266371,Someone Else's Secret,Julia Spiro,"Spiro, Julia",,"=""1542022355""","=""9781542022354""",0,3.89,Lake Union Publishing,Hardcover,368,2020,2020,,2020/06/02,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
53714160,"The Bone Jar (Detective Lew Kirby, #1)",S.W. Kane,"Kane, S.W.",,"=""""","=""""",0,3.92,Thomas & Mercer ,Kindle Edition,328,2020,2020,,2020/06/02,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
40940205,Tribe: On Homecoming and Belonging,Sebastian Junger,"Junger, Sebastian",,"=""""","=""""",3,4.02,Twelve,Kindle Edition,182,2016,2016,2020/05/18,2020/05/17,,,read,,,,1,,,0,,,,,
35967101,The Seven Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""1408889560""","=""9781408889565""",4,3.89,Raven Books,Hardcover,505,2018,2018,,2019/08/01,,,read,,,,1,,,0,,,,,
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",3,4.13,HarperCollins Canada ,Hardcover,400,2008,2008,2020/04/26,2020/04/20,,,read,,,,1,,,0,,,,,
13619,"Death Note, Vol. 2: Confluence (Death Note, #2)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Pookie Rolf","=""1421501694""","=""9781421501697""",4,4.45,VIZ Media LLC,Paperback,197,2005,2004,2020/05/31,2020/05/28,,,read,,,,1,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",3,4.24,Orbit,Paperback,561,2011,2011,2020/05/31,2020/03/16,,,read,,,,1,,,0,,,,,
13615,"Death Note, Vol. 1: Boredom (Death Note, #1)",Tsugumi Ohba,"Ohba, Tsugumi","Takeshi Obata, Pookie Rolf","=""1421501686""","=""9781421501680""",5,4.44,VIZ Media LLC,Paperback,195,2005,2004,2020/05/28,2020/05/27,,,read,,,,1,,,0,,,,,
52905168,Shout,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""0142422207""","=""9780142422205""",0,4.30,Penguin Books,Paperback,320,2020,2019,,2020/05/27,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
22319275,"Yellow Crocus (Freedman/Johnson, #1)",Laila Ibrahim,"Ibrahim, Laila",,"=""""","=""""",0,4.30,Lake Union Publishing,Kindle Edition,253,2014,2010,,2020/05/23,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
52650580,"Legacy of Lies (Bocephus Haynes, #1)",Robert  Bailey,"Bailey, Robert",,"=""""","=""""",0,4.16,Thomas & Mercer,Kindle Edition,315,2020,2020,,2020/05/23,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316078573""","=""9780316078573""",0,3.85,"Little, Brown and Company",Hardcover,444,2009,2009,,2020/05/23,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
39507318,The Library Book,Susan Orlean,"Orlean, Susan",,"=""1476740186""","=""9781476740188""",0,3.90,Simon & Schuster,Hardcover,317,2018,2018,,2020/05/23,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
40914165,The Book Woman of Troublesome Creek,Kim Michele Richardson,"Richardson, Kim Michele",,"=""""","=""""",5,4.24,Sourcebooks Landmark,Paperback,309,2019,2019,2020/05/23,2020/03/07,,,read,,,,1,,,0,,,,,
34452,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Brian L. Weiss,"Weiss, Brian L.",,"=""0446520594""","=""9780446520591""",0,4.15,Grand Central Publishing,Hardcover,217,1996,1988,,2020/05/22,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
35230469,Fascism: A Warning,Madeleine K. Albright,"Albright, Madeleine K.",,"=""0062802232""","=""9780062802231""",0,4.27,Harper,ebook,320,2018,2018,,2020/05/21,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
33369254,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""1491973897""","=""9781491973899""",0,4.33,O'Reilly Media,Paperback,226,2017,2017,,2020/05/21,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
1873060,The Go-Giver: A Little Story About a Powerful Business Idea,Bob Burg,"Burg, Bob",John David Mann,"=""159184200X""","=""9781591842002""",0,4.36,Portfolio,Hardcover,133,2007,2007,,2020/05/21,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
39317186,Make Time: How to Focus on What Matters Every Day,Jake Knapp,"Knapp, Jake",John Zeratsky,"=""""","=""""",0,4.13,Currency,Kindle Edition,288,2018,2018,,2020/05/21,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
20874659,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,"Kleon, Austin",,"=""""","=""""",0,4.10,Workman Publishing Company,Kindle Edition,224,2014,2014,,2020/05/21,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
43611499,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""""","=""""",5,4.31,Doubleday,Kindle Edition,400,2019,2019,2020/05/20,2020/02/25,,,read,,,,1,,,0,,,,,
204123,Freedom at Midnight,Larry Collins,"Collins, Larry",Dominique Lapierre,"=""8125904808""","=""9788125904809""",0,4.32,Vikas Publishing House,Paperback,629,2001,1975,,2020/05/16,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
1174573,India Wins Freedom: The Complete Version,Maulana Abul Kalam Azad,"Azad, Maulana Abul Kalam",Humayun Kabir,"=""0861319133""","=""9780861319138""",0,4.18,Stosius Inc/Advent Books Division,Hardcover,297,1989,1978,,2020/05/16,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
596633,India's Struggle for Independence,Bipan Chandra,"Chandra, Bipan","Mridula Mukherjee, Aditya Mukherjee, K.N. Panikkar, Sucheta Mahajan","=""0140107819""","=""9780140107814""",0,4.09,Penguin Books,Paperback,600,2012,1987,,2020/05/16,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
36001646,Remnants of a Separation: A History of the Partition through Material Memory,Aanchal Malhotra,"Malhotra, Aanchal",,"=""""","=""""",0,4.50,HarperCollins,Kindle Edition,400,2017,2018,,2020/05/16,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
32618967,An Era of Darkness: The British Empire in India,Shashi Tharoor,"Tharoor, Shashi",,"=""938306465X""","=""9789383064656""",0,4.16,Aleph Book Company,Hardcover,360,2016,2016,,2020/05/16,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
42617374,"Jallianwala Bagh, 1919: The Real Story",Kishwar Desai,"Desai, Kishwar",,"=""9387578747""","=""9789387578746""",0,3.92,Context ,Hardcover,260,2018,,,2020/05/16,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
32571395,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",3,4.05,Delacorte Press,Kindle Edition,360,2017,2017,2020/05/11,2020/05/09,,,read,,,,1,,,0,,,,,
40514431,Evvie Drake Starts Over,Linda  Holmes,"Holmes, Linda",,"=""0525619240""","=""9780525619246""",0,3.85,Ballantine Books,Hardcover,289,2019,2019,,2020/05/11,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,237,2013,1949,,2020/03/16,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
44890081,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""006294150X""","=""9780062941503""",0,4.04,William Morrow,Hardcover,373,2020,2020,,2020/05/09,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
23418947,Just Mercy: A Story of Justice and Redemption,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",5,4.59,Spiegel & Grau,Kindle Edition,352,2014,2014,2020/05/09,2020/05/02,,,read,,,,1,,,0,,,,,
34964905,The Sun Does Shine: How I Found Life and Freedom on Death Row,Anthony Ray Hinton,"Hinton, Anthony Ray","Lara Love Hardin, Bryan Stevenson","=""1250124719""","=""9781250124715""",0,4.62,St. Martin's Press,Hardcover,272,2018,2018,,2020/05/09,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
51240105,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""""","=""""",3,3.95,William Morrow,Kindle Edition,455,2020,2018,2020/04/29,2020/03/29,,,read,,,,1,,,0,,,,,
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""1400069289""","=""9781400069286""",0,4.11,Random House,Hardcover,375,2012,2012,,2020/03/16,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
36185940,Factfulness: Ten Reasons We're Wrong About the World—and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Anna Rosling Rönnlund, Ola Rosling","=""""","=""""",0,4.35,Flatiron Books,Kindle Edition,341,2017,2018,,2020/04/30,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
44527740,Nothing to See Here,Kevin    Wilson,"Wilson, Kevin",,"=""""","=""""",3,3.94,Ecco,Kindle Edition,272,2019,2019,2020/04/28,2020/04/08,,,read,,,,1,,,0,,,,,
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,"=""0062963678""","=""9780062963673""",3,4.12,Harper,Hardcover,337,2019,2019,2020/04/20,2020/03/25,,,read,,,,1,,,0,,,,,
40203647,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed",Lori Gottlieb,"Gottlieb, Lori",,"=""""","=""""",5,4.37,Houghton Mifflin Harcourt,Kindle Edition,413,2019,2019,2020/04/17,2020/04/03,,,read,,,,1,,,0,,,,,
37761254,"Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions",Dan Ariely,"Ariely, Dan",,"=""""","=""""",0,4.13,HarperCollins e-books,Kindle Edition,382,2017,2008,,2020/04/03,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
22044026,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""""","=""""",0,3.99,Harper Perennial,Kindle Edition,384,2014,1932,,2020/01/27,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
40004610,The Alice Network,Kate Quinn,"Quinn, Kate",,"=""""","=""""",3,4.27,William Morrow Paperbacks,Kindle Edition,510,2017,2017,2020/04/11,2020/03/11,,,read,,,,1,,,0,,,,,
28187230,The Woman in Cabin 10,Ruth Ware,"Ware, Ruth",,"=""1501132938""","=""9781501132933""",0,3.71,Scout Press,Hardcover,341,2016,2016,,2020/04/09,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
28815474,The Couple Next Door,Shari Lapena,"Lapena, Shari",,"=""0735221081""","=""9780735221086""",0,3.78,Pamela Dorman Books,Hardcover,308,2016,2016,,2020/04/09,to-read,to-read (#120),to-read,,,,0,,,0,,,,,
23878688,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,"Chapman, Gary",,"=""""","=""""",2,4.25,Northfield Publishing,Kindle Edition,209,2014,1990,2020/04/09,2020/04/03,,,read,,,,1,,,0,,,,,
166396,Short Stories From Rabindranath Tagore,Rabindranath Tagore,"Tagore, Rabindranath",Pratima Bowes,"=""0856921440""","=""9780856921445""",0,4.21,East-West Publications,Paperback,249,1999,1917,,2020/04/08,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
23790,Short Stories,Anton Chekhov,"Chekhov, Anton",Ralph E. Matlaw,"=""0393090027""","=""9780393090024""",0,4.29,W. W. Norton & Company,Paperback,384,1979,1919,,2020/04/08,to-read,to-read (#118),to-read,,,,0,,,0,,,,,
4625,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,"Hemingway, Ernest","John Hemingway, Patrick Hemingway, Gregory H. Hemingway, Charles Scribner Jr.","=""0684843323""","=""9780684843322""",0,4.29,Scribner,Paperback,650,1998,1925,,2020/04/08,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
10626096,Oscar Wilde Short Stories,Oscar Wilde,"Wilde, Oscar",,"=""0003701786""","=""9780003701784""",0,4.27,Collins ELT,,64,1988,1888,,2020/04/08,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
878136,Selected Short Stories,Guy de Maupassant,"Maupassant, Guy de",Roger Colet,"=""014044243X""","=""9780140442434""",0,4.14,Penguin Books,Paperback,368,1971,1880,,2020/04/08,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
19104,The Overcoat and Other Short Stories,Nikolai Gogol,"Gogol, Nikolai",,"=""0486270572""","=""9780486270579""",0,4.21,Dover Publications,Paperback,103,1992,1836,,2020/04/08,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
13530981,Dear Life,Alice Munro,"Munro, Alice","Raymond Verdaguer, Mónica Naranjo Uribe","=""0771064861""","=""9780771064869""",0,3.75,Douglas Gibson Books,Hardcover,336,2012,2012,,2020/04/08,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
538605,Hercule Poirot: The Complete Short Stories,Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,4.32,Harper Collins,Paperback,864,2008,1984,,2020/04/08,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",4,4.11,Anchor Books,Paperback,314,1998,1985,,2020/04/01,,,read,,,,1,,,0,,,,,
28696608,Pablo Escobar: My Father,Juan Pablo Escobar,"Escobar, Juan Pablo",Andrea Rosenberg,"=""1250104629""","=""9781250104625""",0,3.86,Thomas Dunne Books,Hardcover,368,2016,2014,,2020/04/08,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
36344555,All We Ever Wanted,Emily Giffin,"Giffin, Emily",,"=""""","=""""",0,3.85,Ballantine Books,Kindle Edition,334,2018,2018,,2020/04/08,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
45294613,Dear Edward,Ann Napolitano,"Napolitano, Ann",Lígia Azevedo,"=""""","=""""",0,4.13,Dial Press,Hardcover,352,2020,2020,,2020/04/08,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
45864574,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",4,4.11,Houghton Mifflin Harcourt,Kindle Edition,311,1986,1985,2020/04/08,2020/03/16,,,read,,,,1,,,0,,,,,
18401393,The Martian,Andy Weir,"Weir, Andy",,"=""""","=""""",4,4.40,Broadway Books,Kindle Edition,375,2014,2012,2020/04/08,2020/03/29,,,read,,,,1,,,0,,,,,
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345409469""","=""9780345409461""",0,4.27,Ballantine Books,Paperback,459,1997,1996,,2020/04/08,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.14,"Oxford University Press, USA",Paperback,360,2006,1976,,2020/04/08,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
55030,Cosmos,Carl Sagan,"Sagan, Carl",,"=""0375508325""","=""9780375508325""",0,4.37,Random House,Mass Market Paperback,384,2002,1980,,2020/04/08,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.18,Bantam Books,Paperback,212,1998,1988,,2020/04/08,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
10054335,Rules of Civility,Amor Towles,"Towles, Amor",,"=""0670022691""","=""9780670022694""",0,4.04,Viking Adult,Hardcover,335,2011,2011,,2020/04/03,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
31948742,Born a Crime: Stories from a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""""","=""""",4,4.45,Spiegel & Grau,Kindle Edition,264,2016,2016,2020/04/03,2020/03/16,,,read,,,,1,,,0,,,,,
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",0,4.04,Berkley,Paperback,384,2020,2020,,2020/04/02,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
52516332,Clap When You Land,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062882767""","=""9780062882769""",0,4.36,Quill Tree Books,Hardcover,432,2020,2020,,2020/04/02,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
1317946,Managing Humans: Biting and Humorous Tales of a Software Engineering Manager,Michael Lopp,"Lopp, Michael",,"=""159059844X""","=""9781590598443""",0,3.97,Apress,Paperback,209,2007,2007,,2020/03/31,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
20578303,Power Through Partnership: How Women Lead Better Together,Betsy Polk,"Polk, Betsy",Maggie Ellis Chotas,"=""1626561583""","=""9781626561588""",0,3.96,Berrett-Koehler Publishers,Paperback,168,2014,2014,,2020/03/31,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.16,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2020/03/31,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
13510287,Wonder,R.J. Palacio,"Palacio, R.J.",,"=""""","=""""",5,4.43,Alfred A. Knopf,Kindle Edition,316,2012,2012,2020/03/31,2020/03/25,,,read,,,,1,,,0,,,,,
693208,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"Alexie, Sherman",Ellen Forney,"=""0316013684""","=""9780316013680""",0,4.09,"Little, Brown Books for Young Readers",Hardcover,230,2007,2007,,2020/03/30,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
31706504,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,Eric Barker,"Barker, Eric",,"=""0062416170""","=""9780062416179""",3,4.18,HarperOne,ebook,224,2017,2017,2020/03/30,2020/03/08,,,read,,,,1,,,0,,,,,
174501,India: A History,John Keay,"Keay, John",,"=""0802137970""","=""9780802137975""",0,3.95,Grove Press,Paperback,608,2000,2000,,2020/03/29,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
30843,The Great Indian Novel,Shashi Tharoor,"Tharoor, Shashi",,"=""1559701943""","=""9781559701945""",0,3.88,Arcade Publishing,Paperback,423,1993,1989,,2020/03/29,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",0,3.85,Arrow Books,Mass Market Paperback,489,2000,1999,,2020/03/29,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
45046527,American Dirt,Jeanine Cummins,"Cummins, Jeanine",,"=""""","=""""",0,4.32,Flatiron Books,Hardcover,400,2020,2020,,2020/03/29,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",0,4.07,Harper Perennial Modern Classics,Hardcover,546,2005,1998,,2020/03/29,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
6853,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,"Evanovich, Janet",,"=""0312362080""","=""9780312362089""",0,4.04,Griffin,Paperback,320,2006,1994,,2020/03/29,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
13137,"1st to Die (Women's Murder Club, #1)",James Patterson,"Patterson, James",,"=""0446696617""","=""9780446696616""",0,4.08,Grand Central Publishing,Paperback,424,2005,2001,,2020/03/29,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
41021501,Small Great Things,Jodi Picoult,"Picoult, Jodi",,"=""""","=""""",0,4.34,Ballantine Books,Kindle Edition,510,2016,2016,,2020/03/29,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
36124936,The Outsider,Stephen King,"King, Stephen",,"=""1501180983""","=""9781501180989""",0,3.98,Scribner,Hardcover,561,2018,2018,,2020/03/29,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
6460221,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",3,3.98,Broadway Books,Kindle Edition,394,2006,2006,2020/03/29,2020/03/25,,,read,,,,1,,,0,,,,,
17235026,"The Girl With All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,"Carey, M.R.",,"=""0356500152""","=""9780356500157""",1,3.94,Orbit ,Paperback,461,2014,2014,2019/06/20,2019/06/15,,,read,"If I can describe this book in one word, it would be disappointing! The book starts off really exciting but eventually turns into a meaningless screenplay for an action movie. There are so many unanswered questions and the reveal in the end is extremely underwhelming.  This book had the potential to be a great book or even a great multi-part series but alas, the author seemed too focused on finishing the book/screenplay without tying up any of the loose ends. ",,,1,,,0,,,,,
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",1,3.67,Knopf,Hardcover,288,2010,2010,2019/08/27,2019/07/19,,,read,,,,1,,,0,,,,,
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",2,3.86,Hogarth Press,Hardcover,273,2019,2018,2019/09/13,2019/07/24,,,read,,,,1,,,0,,,,,
38919266,The Greatest Love Story Ever Told,Megan Mullally,"Mullally, Megan",Nick Offerman,"=""1101986670""","=""9781101986677""",2,3.66,Dutton Books,Hardcover,269,2018,2018,2019/12/07,2019/11/27,,,read,,,,1,,,0,,,,,
20910157,Yes Please,Amy Poehler,"Poehler, Amy",,"=""0062268341""","=""9780062268341""",3,3.83,Dey St.,Hardcover,329,2014,2014,2019/12/12,2019/12/07,,,read,,,,1,,,0,,,,,
41016483,A Woman Is No Man,Etaf Rum,"Rum, Etaf",,"=""""","=""""",5,4.25,Harper ,Kindle Edition,336,2019,2019,2020/03/26,2020/03/22,,,read,,,,1,,,0,,,,,
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",0,3.93,Shaye Areheart Books,Hardcover,349,2009,2009,,2020/03/25,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
25893693,"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,"Kelly, Martha Hall",,"=""1101883073""","=""9781101883075""",0,4.27,Ballantine Books,Hardcover,487,2016,2016,,2020/03/25,to-read,to-read (#85),to-read,,,,0,,,0,,,,,
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",2,3.99,Simon & Schuster,Kindle Edition,194,2011,1953,2020/03/25,2020/03/18,,,read,,,,1,,,0,,,,,
40364335,"Brave, Not Perfect: Fear Less, Fail More, and Live Bolder",Reshma Saujani,"Saujani, Reshma",,"=""1524762334""","=""9781524762339""",0,3.87,Currency,Hardcover,208,2019,2019,,2020/03/25,to-read,to-read (#84),to-read,,,,0,,,0,,,,,
779021,The Happy Prince and Other Tales,Oscar Wilde,"Wilde, Oscar",,"=""0679444734""","=""9780679444732""",0,4.14,Everyman's Library,Hardcover,96,1995,1888,,2020/03/22,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
5296,An Ideal Husband,Oscar Wilde,"Wilde, Oscar",,"=""048641423X""","=""9780486414232""",0,4.04,Dover Publications,Paperback,78,2001,1893,,2020/03/22,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
92303,The Importance of Being Earnest,Oscar Wilde,"Wilde, Oscar",,"=""158049580X""","=""9781580495806""",0,4.18,Prestwick House,Paperback,76,2005,1895,,2020/03/22,to-read,to-read (#80),to-read,,,,0,,,0,,,,,
33516773,Big Little Lies,Liane Moriarty,"Moriarty, Liane",,"=""0399587195""","=""9780399587191""",0,4.27,Berkley Books,Paperback,460,2017,2014,,2020/03/22,to-read,to-read (#79),to-read,,,,0,,,0,,,,,
19256975,Journey Under the Midnight Sun,Keigo Higashino,"Higashino, Keigo",Alexander O. Smith,"=""1408704110""","=""9781408704110""",0,4.32,"Little, Brown",Paperback,539,2015,1999,,2020/03/21,to-read,to-read (#78),to-read,,,,0,,,0,,,,,
18144124,I Am Pilgrim,Terry Hayes,"Hayes, Terry",,"=""1439177724""","=""9781439177723""",0,4.25,Atria/Emily Bestler Books,Hardcover,612,2014,2013,,2020/03/21,to-read,to-read (#77),to-read,,,,0,,,0,,,,,
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",0,4.01,Crown,Hardcover,342,2006,2006,,2020/03/21,to-read,to-read (#75),to-read,,,,0,,,0,,,,,
38180,On the Beach,Nevil Shute,"Shute, Nevil",,"=""1842322761""","=""9781842322765""",0,3.95,House of Stratus,Paperback,296,2002,1957,,2020/03/21,to-read,to-read (#74),to-read,,,,0,,,0,,,,,
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""""","=""""",0,4.21,Tor Books,Kindle Edition,332,2007,2005,,2020/03/21,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.69,Penguin Books ,Paperback,182,1999,1954,,2020/03/21,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",0,4.20,Bantam Books,Hardcover,224,2004,1950,,2020/03/21,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
41810,"The Robots of Dawn (Robot, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553299492""","=""9780553299496""",0,4.17,Spectra,Paperback,435,1994,1983,,2020/03/21,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
30016,"The Naked Sun (Robot, #2)",Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",0,4.16,HarperCollins Publishers,Mass Market Paperback,208,1996,1956,,2020/03/21,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
